seed,model,group,correct,count,rate
2,2-gram,fault:duplicate-product-server-occurrence:seen-size,0,8,0.0
2,2-gram,fault:duplicate-product-server-occurrence:unseen-size,8,12,0.6666666666666666
2,2-gram,fault:duplicate-shipping-currency-server-occurrence:all,12,20,0.6
2,2-gram,fault:duplicate-shipping-currency-server-occurrence:seen-size,0,8,0.0
2,2-gram,fault:duplicate-shipping-currency-server-occurrence:unseen-size,12,12,1.0
2,3-gram,normal-all,12,20,0.6
2,3-gram,normal-seen-size,8,8,1.0
2,3-gram,normal-unseen-size,4,12,0.3333333333333333
2,3-gram,fault:currency-server-phase-inversion:all,20,20,1.0
2,3-gram,fault:currency-server-phase-inversion:seen-size,8,8,1.0
2,3-gram,fault:currency-server-phase-inversion:unseen-size,12,12,1.0
2,3-gram,fault:drop-product-currency-server-occurrence:all,8,16,0.5
2,3-gram,fault:drop-product-currency-server-occurrence:seen-size,0,4,0.0
2,3-gram,fault:drop-product-currency-server-occurrence:unseen-size,8,12,0.6666666666666666
2,3-gram,fault:drop-product-server-occurrence:all,8,16,0.5
2,3-gram,fault:drop-product-server-occurrence:seen-size,0,4,0.0
2,3-gram,fault:drop-product-server-occurrence:unseen-size,8,12,0.6666666666666666
2,3-gram,fault:duplicate-product-currency-server-occurrence:all,8,20,0.4
2,3-gram,fault:duplicate-product-currency-server-occurrence:seen-size,0,8,0.0
2,3-gram,fault:duplicate-product-currency-server-occurrence:unseen-size,8,12,0.6666666666666666
2,3-gram,fault:duplicate-product-server-occurrence:all,8,20,0.4
2,3-gram,fault:duplicate-product-server-occurrence:seen-size,0,8,0.0
2,3-gram,fault:duplicate-product-server-occurrence:unseen-size,8,12,0.6666666666666666
2,3-gram,fault:duplicate-shipping-currency-server-occurrence:all,12,20,0.6
2,3-gram,fault:duplicate-shipping-currency-server-occurrence:seen-size,0,8,0.0
2,3-gram,fault:duplicate-shipping-currency-server-occurrence:unseen-size,12,12,1.0
3,adaptive-f3-mcfg,normal-all,14,14,1.0
3,adaptive-f3-mcfg,normal-seen-size,8,8,1.0
3,adaptive-f3-mcfg,normal-unseen-size,6,6,1.0
3,adaptive-f3-mcfg,fault:currency-server-phase-inversion:all,14,14,1.0
3,adaptive-f3-mcfg,fault:currency-server-phase-inversion:seen-size,8,8,1.0
3,adaptive-f3-mcfg,fault:currency-server-phase-inversion:unseen-size,6,6,1.0
3,adaptive-f3-mcfg,fault:drop-product-currency-server-occurrence:all,10,10,1.0
3,adaptive-f3-mcfg,fault:drop-product-currency-server-occurrence:seen-size,4,4,1.0
3,adaptive-f3-mcfg,fault:drop-product-currency-server-occurrence:unseen-size,6,6,1.0
3,adaptive-f3-mcfg,fault:drop-product-server-occurrence:all,10,10,1.0
3,adaptive-f3-mcfg,fault:drop-product-server-occurrence:seen-size,4,4,1.0
3,adaptive-f3-mcfg,fault:drop-product-server-occurrence:unseen-size,6,6,1.0
3,adaptive-f3-mcfg,fault:duplicate-product-currency-server-occurrence:all,14,14,1.0
3,adaptive-f3-mcfg,fault:duplicate-product-currency-server-occurrence:seen-size,8,8,1.0
3,adaptive-f3-mcfg,fault:duplicate-product-currency-server-occurrence:unseen-size,6,6,1.0
3,adaptive-f3-mcfg,fault:duplicate-product-server-occurrence:all,14,14,1.0
3,adaptive-f3-mcfg,fault:duplicate-product-server-occurrence:seen-size,8,8,1.0
3,adaptive-f3-mcfg,fault:duplicate-product-server-occurrence:unseen-size,6,6,1.0
3,adaptive-f3-mcfg,fault:duplicate-shipping-currency-server-occurrence:all,14,14,1.0
3,adaptive-f3-mcfg,fault:duplicate-shipping-currency-server-occurrence:seen-size,8,8,1.0
3,adaptive-f3-mcfg,fault:duplicate-shipping-currency-server-occurrence:unseen-size,6,6,1.0
3,trivial-f3-mcfg,normal-all,14,14,1.0
3,trivial-f3-mcfg,normal-seen-size,8,8,1.0
3,trivial-f3-mcfg,normal-unseen-size,6,6,1.0
3,trivial-f3-mcfg,fault:currency-server-phase-inversion:all,10,14,0.7142857142857143
3,trivial-f3-mcfg,fault:currency-server-phase-inversion:seen-size,4,8,0.5
3,trivial-f3-mcfg,fault:currency-server-phase-inversion:unseen-size,6,6,1.0
3,trivial-f3-mcfg,fault:drop-product-currency-server-occurrence:all,10,10,1.0
3,trivial-f3-mcfg,fault:drop-product-currency-server-occurrence:seen-size,4,4,1.0
3,trivial-f3-mcfg,fault:drop-product-currency-server-occurrence:unseen-size,6,6,1.0
3,trivial-f3-mcfg,fault:drop-product-server-occurrence:all,10,10,1.0
3,trivial-f3-mcfg,fault:drop-product-server-occurrence:seen-size,4,4,1.0
3,trivial-f3-mcfg,fault:drop-product-server-occurrence:unseen-size,6,6,1.0
3,trivial-f3-mcfg,fault:duplicate-product-currency-server-occurrence:all,14,14,1.0
3,trivial-f3-mcfg,fault:duplicate-product-currency-server-occurrence:seen-size,8,8,1.0
3,trivial-f3-mcfg,fault:duplicate-product-currency-server-occurrence:unseen-size,6,6,1.0
3,trivial-f3-mcfg,fault:duplicate-product-server-occurrence:all,14,14,1.0
3,trivial-f3-mcfg,fault:duplicate-product-server-occurrence:seen-size,8,8,1.0
3,trivial-f3-mcfg,fault:duplicate-product-server-occurrence:unseen-size,6,6,1.0
3,trivial-f3-mcfg,fault:duplicate-shipping-currency-server-occurrence:all,14,14,1.0
3,trivial-f3-mcfg,fault:duplicate-shipping-currency-server-occurrence:seen-size,8,8,1.0
3,trivial-f3-mcfg,fault:duplicate-shipping-currency-server-occurrence:unseen-size,6,6,1.0
3,full-product-f3-mcfg,normal-all,8,14,0.5714285714285714
3,full-product-f3-mcfg,normal-seen-size,8,8,1.0
3,full-product-f3-mcfg,normal-unseen-size,0,6,0.0
3,full-product-f3-mcfg,fault:currency-server-phase-inversion:all,14,14,1.0
3,full-product-f3-mcfg,fault:currency-server-phase-inversion:seen-size,8,8,1.0
3,full-product-f3-mcfg,fault:currency-server-phase-inversion:unseen-size,6,6,1.0
3,full-product-f3-mcfg,fault:drop-product-currency-server-occurrence:all,10,10,1.0
3,full-product-f3-mcfg,fault:drop-product-currency-server-occurrence:seen-size,4,4,1.0
3,full-product-f3-mcfg,fault:drop-product-currency-server-occurrence:unseen-size,6,6,1.0
3,full-product-f3-mcfg,fault:drop-product-server-occurrence:all,10,10,1.0
3,full-product-f3-mcfg,fault:drop-product-server-occurrence:seen-size,4,4,1.0
3,full-product-f3-mcfg,fault:drop-product-server-occurrence:unseen-size,6,6,1.0
3,full-product-f3-mcfg,fault:duplicate-product-currency-server-occurrence:all,14,14,1.0
3,full-product-f3-mcfg,fault:duplicate-product-currency-server-occurrence:seen-size,8,8,1.0
3,full-product-f3-mcfg,fault:duplicate-product-currency-server-occurrence:unseen-size,6,6,1.0
3,full-product-f3-mcfg,fault:duplicate-product-server-occurrence:all,14,14,1.0
3,full-product-f3-mcfg,fault:duplicate-product-server-occurrence:seen-size,8,8,1.0
3,full-product-f3-mcfg,fault:duplicate-product-server-occurrence:unseen-size,6,6,1.0
3,full-product-f3-mcfg,fault:duplicate-shipping-currency-server-occurrence:all,14,14,1.0
3,full-product-f3-mcfg,fault:duplicate-shipping-currency-server-occurrence:seen-size,8,8,1.0
3,full-product-f3-mcfg,fault:duplicate-shipping-currency-server-occurrence:unseen-size,6,6,1.0
3,exact-template,normal-all,8,14,0.5714285714285714
3,exact-template,normal-seen-size,8,8,1.0
3,exact-template,normal-unseen-size,0,6,0.0
3,exact-template,fault:currency-server-phase-inversion:all,14,14,1.0
3,exact-template,fault:currency-server-phase-inversion:seen-size,8,8,1.0
3,exact-template,fault:currency-server-phase-inversion:unseen-size,6,6,1.0
3,exact-template,fault:drop-product-currency-server-occurrence:all,10,10,1.0
3,exact-template,fault:drop-product-currency-server-occurrence:seen-size,4,4,1.0
3,exact-template,fault:drop-product-currency-server-occurrence:unseen-size,6,6,1.0
3,exact-template,fault:drop-product-server-occurrence:all,10,10,1.0
3,exact-template,fault:drop-product-server-occurrence:seen-size,4,4,1.0
3,exact-template,fault:drop-product-server-occurrence:unseen-size,6,6,1.0
3,exact-template,fault:duplicate-product-currency-server-occurrence:all,14,14,1.0
3,exact-template,fault:duplicate-product-currency-server-occurrence:seen-size,8,8,1.0
3,exact-template,fault:duplicate-product-currency-server-occurrence:unseen-size,6,6,1.0
3,exact-template,fault:duplicate-product-server-occurrence:all,14,14,1.0
3,exact-template,fault:duplicate-product-server-occurrence:seen-size,8,8,1.0
3,exact-template,fault:duplicate-product-server-occurrence:unseen-size,6,6,1.0
3,exact-template,fault:duplicate-shipping-currency-server-occurrence:all,14,14,1.0
3,exact-template,fault:duplicate-shipping-currency-server-occurrence:seen-size,8,8,1.0
3,exact-template,fault:duplicate-shipping-currency-server-occurrence:unseen-size,6,6,1.0
3,2-gram,normal-all,12,14,0.8571428571428571
3,2-gram,normal-seen-size,8,8,1.0
3,2-gram,normal-unseen-size,4,6,0.6666666666666666
3,2-gram,fault:currency-server-phase-inversion:all,14,14,1.0
3,2-gram,fault:currency-server-phase-inversion:seen-size,8,8,1.0
3,2-gram,fault:currency-server-phase-inversion:unseen-size,6,6,1.0
3,2-gram,fault:drop-product-currency-server-occurrence:all,2,10,0.2
3,2-gram,fault:drop-product-currency-server-occurrence:seen-size,0,4,0.0
3,2-gram,fault:drop-product-currency-server-occurrence:unseen-size,2,6,0.3333333333333333
3,2-gram,fault:drop-product-server-occurrence:all,2,10,0.2
3,2-gram,fault:drop-product-server-occurrence:seen-size,0,4,0.0
3,2-gram,fault:drop-product-server-occurrence:unseen-size,2,6,0.3333333333333333
3,2-gram,fault:duplicate-product-currency-server-occurrence:all,2,14,0.14285714285714285
3,2-gram,fault:duplicate-product-currency-server-occurrence:seen-size,0,8,0.0
3,2-gram,fault:duplicate-product-currency-server-occurrence:unseen-size,2,6,0.3333333333333333
3,2-gram,fault:duplicate-product-server-occurrence:all,2,14,0.14285714285714285
3,2-gram,fault:duplicate-product-server-occurrence:seen-size,0,8,0.0
3,2-gram,fault:duplicate-product-server-occurrence:unseen-size,2,6,0.3333333333333333
3,2-gram,fault:duplicate-shipping-currency-server-occurrence:all,6,14,0.42857142857142855
3,2-gram,fault:duplicate-shipping-currency-server-occurrence:seen-size,0,8,0.0
3,2-gram,fault:duplicate-shipping-currency-server-occurrence:unseen-size,6,6,1.0
3,3-gram,normal-all,12,14,0.8571428571428571
3,3-gram,normal-seen-size,8,8,1.0
3,3-gram,normal-unseen-size,4,6,0.6666666666666666
3,3-gram,fault:currency-server-phase-inversion:all,14,14,1.0
3,3-gram,fault:currency-server-phase-inversion:seen-size,8,8,1.0
3,3-gram,fault:currency-server-phase-inversion:unseen-size,6,6,1.0
3,3-gram,fault:drop-product-currency-server-occurrence:all,2,10,0.2
3,3-gram,fault:drop-product-currency-server-occurrence:seen-size,0,4,0.0
3,3-gram,fault:drop-product-currency-server-occurrence:unseen-size,2,6,0.3333333333333333
3,3-gram,fault:drop-product-server-occurrence:all,2,10,0.2
3,3-gram,fault:drop-product-server-occurrence:seen-size,0,4,0.0
3,3-gram,fault:drop-product-server-occurrence:unseen-size,2,6,0.3333333333333333
3,3-gram,fault:duplicate-product-currency-server-occurrence:all,2,14,0.14285714285714285
3,3-gram,fault:duplicate-product-currency-server-occurrence:seen-size,0,8,0.0
3,3-gram,fault:duplicate-product-currency-server-occurrence:unseen-size,2,6,0.3333333333333333
3,3-gram,fault:duplicate-product-server-occurrence:all,2,14,0.14285714285714285
3,3-gram,fault:duplicate-product-server-occurrence:seen-size,0,8,0.0
3,3-gram,fault:duplicate-product-server-occurrence:unseen-size,2,6,0.3333333333333333
3,3-gram,fault:duplicate-shipping-currency-server-occurrence:all,6,14,0.42857142857142855
3,3-gram,fault:duplicate-shipping-currency-server-occurrence:seen-size,0,8,0.0
3,3-gram,fault:duplicate-shipping-currency-server-occurrence:unseen-size,6,6,1.0
4,adaptive-f3-mcfg,normal-all,14,14,1.0
4,adaptive-f3-mcfg,normal-seen-size,8,8,1.0
4,adaptive-f3-mcfg,normal-unseen-size,6,6,1.0
4,adaptive-f3-mcfg,fault:currency-server-phase-inversion:all,14,14,1.0
4,adaptive-f3-mcfg,fault:currency-server-phase-inversion:seen-size,8,8,1.0
4,adaptive-f3-mcfg,fault:currency-server-phase-inversion:unseen-size,6,6,1.0
4,adaptive-f3-mcfg,fault:drop-product-currency-server-occurrence:all,10,10,1.0
4,adaptive-f3-mcfg,fault:drop-product-currency-server-occurrence:seen-size,4,4,1.0
4,adaptive-f3-mcfg,fault:drop-product-currency-server-occurrence:unseen-size,6,6,1.0
4,adaptive-f3-mcfg,fault:drop-product-server-occurrence:all,10,10,1.0
4,adaptive-f3-mcfg,fault:drop-product-server-occurrence:seen-size,4,4,1.0
4,adaptive-f3-mcfg,fault:drop-product-server-occurrence:unseen-size,6,6,1.0
4,adaptive-f3-mcfg,fault:duplicate-product-currency-server-occurrence:all,14,14,1.0
4,adaptive-f3-mcfg,fault:duplicate-product-currency-server-occurrence:seen-size,8,8,1.0
4,adaptive-f3-mcfg,fault:duplicate-product-currency-server-occurrence:unseen-size,6,6,1.0
4,adaptive-f3-mcfg,fault:duplicate-product-server-occurrence:all,14,14,1.0
4,adaptive-f3-mcfg,fault:duplicate-product-server-occurrence:seen-size,8,8,1.0
4,adaptive-f3-mcfg,fault:duplicate-product-server-occurrence:unseen-size,6,6,1.0
4,adaptive-f3-mcfg,fault:duplicate-shipping-currency-server-occurrence:all,14,14,1.0
4,adaptive-f3-mcfg,fault:duplicate-shipping-currency-server-occurrence:seen-size,8,8,1.0
4,adaptive-f3-mcfg,fault:duplicate-shipping-currency-server-occurrence:unseen-size,6,6,1.0
4,trivial-f3-mcfg,normal-all,14,14,1.0
4,trivial-f3-mcfg,normal-seen-size,8,8,1.0
4,trivial-f3-mcfg,normal-unseen-size,6,6,1.0
4,trivial-f3-mcfg,fault:currency-server-phase-inversion:all,10,14,0.7142857142857143
4,trivial-f3-mcfg,fault:currency-server-phase-inversion:seen-size,4,8,0.5
4,trivial-f3-mcfg,fault:currency-server-phase-inversion:unseen-size,6,6,1.0
4,trivial-f3-mcfg,fault:drop-product-currency-server-occurrence:all,10,10,1.0
4,trivial-f3-mcfg,fault:drop-product-currency-server-occurrence:seen-size,4,4,1.0
4,trivial-f3-mcfg,fault:drop-product-currency-server-occurrence:unseen-size,6,6,1.0
4,trivial-f3-mcfg,fault:drop-product-server-occurrence:all,10,10,1.0
4,trivial-f3-mcfg,fault:drop-product-server-occurrence:seen-size,4,4,1.0
4,trivial-f3-mcfg,fault:drop-product-server-occurrence:unseen-size,6,6,1.0
4,trivial-f3-mcfg,fault:duplicate-product-currency-server-occurrence:all,14,14,1.0
4,trivial-f3-mcfg,fault:duplicate-product-currency-server-occurrence:seen-size,8,8,1.0
4,trivial-f3-mcfg,fault:duplicate-product-currency-server-occurrence:unseen-size,6,6,1.0
4,trivial-f3-mcfg,fault:duplicate-product-server-occurrence:all,14,14,1.0
4,trivial-f3-mcfg,fault:duplicate-product-server-occurrence:seen-size,8,8,1.0
4,trivial-f3-mcfg,fault:duplicate-product-server-occurrence:unseen-size,6,6,1.0
4,trivial-f3-mcfg,fault:duplicate-shipping-currency-server-occurrence:all,14,14,1.0
4,trivial-f3-mcfg,fault:duplicate-shipping-currency-server-occurrence:seen-size,8,8,1.0
4,trivial-f3-mcfg,fault:duplicate-shipping-currency-server-occurrence:unseen-size,6,6,1.0
4,full-product-f3-mcfg,normal-all,8,14,0.5714285714285714
4,full-product-f3-mcfg,normal-seen-size,8,8,1.0
4,full-product-f3-mcfg,normal-unseen-size,0,6,0.0
4,full-product-f3-mcfg,fault:currency-server-phase-inversion:all,14,14,1.0
4,full-product-f3-mcfg,fault:currency-server-phase-inversion:seen-size,8,8,1.0
4,full-product-f3-mcfg,fault:currency-server-phase-inversion:unseen-size,6,6,1.0
4,full-product-f3-mcfg,fault:drop-product-currency-server-occurrence:all,10,10,1.0
4,full-product-f3-mcfg,fault:drop-product-currency-server-occurrence:seen-size,4,4,1.0
4,full-product-f3-mcfg,fault:drop-product-currency-server-occurrence:unseen-size,6,6,1.0
4,full-product-f3-mcfg,fault:drop-product-server-occurrence:all,10,10,1.0
4,full-product-f3-mcfg,fault:drop-product-server-occurrence:seen-size,4,4,1.0
4,full-product-f3-mcfg,fault:drop-product-server-occurrence:unseen-size,6,6,1.0
4,full-product-f3-mcfg,fault:duplicate-product-currency-server-occurrence:all,14,14,1.0
4,full-product-f3-mcfg,fault:duplicate-product-currency-server-occurrence:seen-size,8,8,1.0
4,full-product-f3-mcfg,fault:duplicate-product-currency-server-occurrence:unseen-size,6,6,1.0
4,full-product-f3-mcfg,fault:duplicate-product-server-occurrence:all,14,14,1.0
4,full-product-f3-mcfg,fault:duplicate-product-server-occurrence:seen-size,8,8,1.0
4,full-product-f3-mcfg,fault:duplicate-product-server-occurrence:unseen-size,6,6,1.0
4,full-product-f3-mcfg,fault:duplicate-shipping-currency-server-occurrence:all,14,14,1.0
4,full-product-f3-mcfg,fault:duplicate-shipping-currency-server-occurrence:seen-size,8,8,1.0
4,full-product-f3-mcfg,fault:duplicate-shipping-currency-server-occurrence:unseen-size,6,6,1.0
4,exact-template,normal-all,8,14,0.5714285714285714
4,exact-template,normal-seen-size,8,8,1.0
4,exact-template,normal-unseen-size,0,6,0.0
4,exact-template,fault:currency-server-phase-inversion:all,14,14,1.0
4,exact-template,fault:currency-server-phase-inversion:seen-size,8,8,1.0
4,exact-template,fault:currency-server-phase-inversion:unseen-size,6,6,1.0
4,exact-template,fault:drop-product-currency-server-occurrence:all,10,10,1.0
4,exact-template,fault:drop-product-currency-server-occurrence:seen-size,4,4,1.0
4,exact-template,fault:drop-product-currency-server-occurrence:unseen-size,6,6,1.0
4,exact-template,fault:drop-product-server-occurrence:all,10,10,1.0
4,exact-template,fault:drop-product-server-occurrence:seen-size,4,4,1.0
4,exact-template,fault:drop-product-server-occurrence:unseen-size,6,6,1.0
4,exact-template,fault:duplicate-product-currency-server-occurrence:all,14,14,1.0
4,exact-template,fault:duplicate-product-currency-server-occurrence:seen-size,8,8,1.0
4,exact-template,fault:duplicate-product-currency-server-occurrence:unseen-size,6,6,1.0
4,exact-template,fault:duplicate-product-server-occurrence:all,14,14,1.0
4,exact-template,fault:duplicate-product-server-occurrence:seen-size,8,8,1.0
4,exact-template,fault:duplicate-product-server-occurrence:unseen-size,6,6,1.0
4,exact-template,fault:duplicate-shipping-currency-server-occurrence:all,14,14,1.0
4,exact-template,fault:duplicate-shipping-currency-server-occurrence:seen-size,8,8,1.0
4,exact-template,fault:duplicate-shipping-currency-server-occurrence:unseen-size,6,6,1.0
4,2-gram,normal-all,12,14,0.8571428571428571
4,2-gram,normal-seen-size,8,8,1.0
4,2-gram,normal-unseen-size,4,6,0.6666666666666666
4,2-gram,fault:currency-server-phase-inversion:all,14,14,1.0
4,2-gram,fault:currency-server-phase-inversion:seen-size,8,8,1.0
4,2-gram,fault:currency-server-phase-inversion:unseen-size,6,6,1.0
4,2-gram,fault:drop-product-currency-server-occurrence:all,2,10,0.2
4,2-gram,fault:drop-product-currency-server-occurrence:seen-size,0,4,0.0
4,2-gram,fault:drop-product-currency-server-occurrence:unseen-size,2,6,0.3333333333333333
4,2-gram,fault:drop-product-server-occurrence:all,2,10,0.2
4,2-gram,fault:drop-product-server-occurrence:seen-size,0,4,0.0
4,2-gram,fault:drop-product-server-occurrence:unseen-size,2,6,0.3333333333333333
4,2-gram,fault:duplicate-product-currency-server-occurrence:all,2,14,0.14285714285714285
4,2-gram,fault:duplicate-product-currency-server-occurrence:seen-size,0,8,0.0
4,2-gram,fault:duplicate-product-currency-server-occurrence:unseen-size,2,6,0.3333333333333333
4,2-gram,fault:duplicate-product-server-occurrence:all,2,14,0.14285714285714285
4,2-gram,fault:duplicate-product-server-occurrence:seen-size,0,8,0.0
4,2-gram,fault:duplicate-product-server-occurrence:unseen-size,2,6,0.3333333333333333
4,2-gram,fault:duplicate-shipping-currency-server-occurrence:all,6,14,0.42857142857142855
4,2-gram,fault:duplicate-shipping-currency-server-occurrence:seen-size,0,8,0.0
4,2-gram,fault:duplicate-shipping-currency-server-occurrence:unseen-size,6,6,1.0
4,3-gram,normal-all,12,14,0.8571428571428571
4,3-gram,normal-seen-size,8,8,1.0
4,3-gram,normal-unseen-size,4,6,0.6666666666666666
4,3-gram,fault:currency-server-phase-inversion:all,14,14,1.0
4,3-gram,fault:currency-server-phase-inversion:seen-size,8,8,1.0
4,3-gram,fault:currency-server-phase-inversion:unseen-size,6,6,1.0
4,3-gram,fault:drop-product-currency-server-occurrence:all,2,10,0.2
4,3-gram,fault:drop-product-currency-server-occurrence:seen-size,0,4,0.0
4,3-gram,fault:drop-product-currency-server-occurrence:unseen-size,2,6,0.3333333333333333
4,3-gram,fault:drop-product-server-occurrence:all,2,10,0.2
4,3-gram,fault:drop-product-server-occurrence:seen-size,0,4,0.0
4,3-gram,fault:drop-product-server-occurrence:unseen-size,2,6,0.3333333333333333
4,3-gram,fault:duplicate-product-currency-server-occurrence:all,2,14,0.14285714285714285
4,3-gram,fault:duplicate-product-currency-server-occurrence:seen-size,0,8,0.0
4,3-gram,fault:duplicate-product-currency-server-occurrence:unseen-size,2,6,0.3333333333333333
4,3-gram,fault:duplicate-product-server-occurrence:all,2,14,0.14285714285714285
4,3-gram,fault:duplicate-product-server-occurrence:seen-size,0,8,0.0
4,3-gram,fault:duplicate-product-server-occurrence:unseen-size,2,6,0.3333333333333333
4,3-gram,fault:duplicate-shipping-currency-server-occurrence:all,6,14,0.42857142857142855
4,3-gram,fault:duplicate-shipping-currency-server-occurrence:seen-size,0,8,0.0
4,3-gram,fault:duplicate-shipping-currency-server-occurrence:unseen-size,6,6,1.0
